Title,Link
The Greenhouse Gas Emissions Trading Scheme (Amendment) Order 2025,http://www.legislation.gov.uk/uksi/2025/100/made/data.htm
The National Bus Travel Concession Schemes (Miscellaneous Amendment) (Scotland) Order 2025,http://www.legislation.gov.uk/ssi/2025/99/made/data.htm
"<span xml:lang=""en"">The Health Services (Provider Selection Regime) (Wales) Regulations 2025</span> / <span xml:lang=""cy"">Rheoliadau Gwasanaethau Iechyd (Y Gyfundrefn Dethol Darparwyr) (Cymru) 2025</span>",http://www.legislation.gov.uk/wsi/2025/99/made/welsh/data.htm
The Parking Places (Disabled Persons’ Vehicles) (Amendment No. 3) Order (Northern Ireland) 2025,http://www.legislation.gov.uk/nisr/2025/99/made
The Public Appointments and Public Bodies etc. (Scotland) Act 2003 (Treatment of Qualifications Scotland as Specified Authority) Order 2025,http://www.legislation.gov.uk/ssi/2025/98/made/data.htm
The Waiting Restrictions (Castlerock) Order (Northern Ireland) 2025,http://www.legislation.gov.uk/nisr/2025/98/made
The Air Navigation (Restriction of Flying) (Royal Air Force Coningsby) Regulations 2025,http://www.legislation.gov.uk/uksi/2025/98/made
The Public Services Reform (Scotland) Act 2010 (Part 2 Further Extension) Order 2025,http://www.legislation.gov.uk/ssi/2025/97/made/data.htm
The Parking and Waiting Restrictions (Belfast) Order (Northern Ireland) 2025,http://www.legislation.gov.uk/nisr/2025/97/made
The Air Navigation (Restriction of Flying) (Helicopter Flight) (No. 2) Regulations 2025,http://www.legislation.gov.uk/uksi/2025/97/made
"The Finance (No. 2) Act 2023, Part 2 (Alcohol Duty) (Appointed Day, Consequential Amendments and Modifications, Revocations, Savings and Transitional Arrangements) Regulations 2025",http://www.legislation.gov.uk/uksi/2025/96/made/data.htm
"The A82 Trunk Road (Fort Augustus) (Prohibition on Waiting, Loading and Unloading) Order 2025",http://www.legislation.gov.uk/ssi/2025/96/made
The Road Races (Cairncastle Hill Climb) Order (Northern Ireland) 2025,http://www.legislation.gov.uk/nisr/2025/96/made
The Victims and Prisoners Act 2024 (Commencement No. 4) Regulations 2025,http://www.legislation.gov.uk/uksi/2025/95/made/data.htm
The Road Races (Tandragee 100) Order (Northern Ireland) 2025,http://www.legislation.gov.uk/nisr/2025/95/made
The School Organisation (Prescribed Alterations to Maintained Schools) (England) (Amendment) Regulations 2025,http://www.legislation.gov.uk/uksi/2025/94/made/data.htm
The A830 Trunk Road (Morar) (Clearway) Order 2025,http://www.legislation.gov.uk/ssi/2025/94/made
The Parking Places on Roads (Coaches) (Amendment) Order (Northern Ireland) 2025,http://www.legislation.gov.uk/nisr/2025/94/made
The Budget (Scotland) Act 2024 Amendment Regulations 2025,http://www.legislation.gov.uk/ssi/2025/93/made/data.htm
The Financial Services and Markets Act 2023 (Digital Securities Sandbox) (Amendment) Regulations 2025,http://www.legislation.gov.uk/uksi/2025/93/made/data.htm
The Road Races (Drumhorc Hill Climb) Order (Northern Ireland) 2025,http://www.legislation.gov.uk/nisr/2025/93/made
The Farming with Nature Regulations (Northern Ireland) 2025,http://www.legislation.gov.uk/nisr/2025/92/2025-05-20/data.htm
The Tied Pubs (Miscellaneous Amendment) (Scotland) Regulations 2025,http://www.legislation.gov.uk/ssi/2025/92/made/data.htm
The Sea Fisheries (Amendment) (England) Regulations 2025,http://www.legislation.gov.uk/uksi/2025/92/made/data.htm
The Rate Relief (Amendment) Regulations (Northern Ireland) 2025,http://www.legislation.gov.uk/nisr/2025/91/2025-06-16/data.htm
The Access to the Countryside (Coastal Margin) (Marsland Mouth to Newquay) Order 2025,http://www.legislation.gov.uk/uksi/2025/91/made/data.htm
The A83 Trunk Road (Campbeltown) (Temporary Prohibition on Use of Road) Order 2025,http://www.legislation.gov.uk/ssi/2025/91/made
The Freight Containers (Safety Convention) Regulations (Northern Ireland) 2025,http://www.legislation.gov.uk/nisr/2025/90/2025-06-09/data.htm
The Access to the Countryside (Coastal Margin) (Birkenhead to the Welsh border) Order 2025,http://www.legislation.gov.uk/uksi/2025/90/made/data.htm
The North West Scotland Trunk Roads (Temporary Prohibitions of Traffic and Overtaking and Temporary Speed Restrictions) (No. 3) Order 2025,http://www.legislation.gov.uk/ssi/2025/90/made
The Data Protection (Law Enforcement) (Adequacy) (Isle of Man) Regulations 2025,http://www.legislation.gov.uk/uksi/2025/89/made/data.htm
The North East Scotland Trunk Roads (Temporary Prohibitions of Traffic and Overtaking and Temporary Speed Restrictions) (No. 3) Order 2025,http://www.legislation.gov.uk/ssi/2025/89/made
The Parking and Waiting Restrictions (Belfast) (Amendment No. 2) Order (Northern Ireland) 2025,http://www.legislation.gov.uk/nisr/2025/89/made
"<span xml:lang=""en"">The Bread and Flour (Wales) Regulations 2025</span> / <span xml:lang=""cy"">Rheoliadau Bara a Blawd (Cymru) 2025</span>",http://www.legislation.gov.uk/wsi/2025/88/2025-08-01/welsh/data.htm
The Loading Bays on Roads (Amendment No. 2) Order (Northern Ireland) 2025,http://www.legislation.gov.uk/nisr/2025/88/made
The South West Scotland Trunk Roads (Temporary Prohibitions of Traffic and Overtaking and Temporary Speed Restrictions) (No. 3) Order 2025,http://www.legislation.gov.uk/ssi/2025/88/made
The Human Medicines (Amendment) (Modular Manufacture and Point of Care) Regulations 2025,http://www.legislation.gov.uk/uksi/2025/87/made/data.htm
The Roads (Speed Limit) (No. 2) Order (Northern Ireland) 2025,http://www.legislation.gov.uk/nisr/2025/87/made
The South East Scotland Trunk Roads (Temporary Prohibitions of Traffic and Overtaking and Temporary Speed Restrictions) (No. 3) Order 2025,http://www.legislation.gov.uk/ssi/2025/87/made
The Combined Authorities (Borrowing) and East Midlands Combined County Authority (Borrowing and Functions) (Amendment) Regulations 2025,http://www.legislation.gov.uk/uksi/2025/86/made/data.htm
"The Rathenraw Industrial Estate, Antrim (Abandonment) Order (Northern Ireland) 2025",http://www.legislation.gov.uk/nisr/2025/86/made
The A7 Trunk Road (Langholm) (Temporary 20mph Speed Restriction) Order 2025,http://www.legislation.gov.uk/ssi/2025/86/made
The Heckington Fen Solar Park Order 2025,http://www.legislation.gov.uk/uksi/2025/85/2025-04-14/data.htm
"The Kensington Avenue, Banbridge (Abandonment) Order (Northern Ireland) 2025",http://www.legislation.gov.uk/nisr/2025/85/made
"The A7 Trunk Road (Langholm) (Prohibition of Waiting, Loading and Unloading) Order 2025",http://www.legislation.gov.uk/ssi/2025/85/made
The Period Products (Department for Communities Specified Public Service Bodies) Regulations (Northern Ireland) 2025,http://www.legislation.gov.uk/nisr/2025/84/2025-05-08/data.htm
"The Disclosure (Scotland) Act 2020 (Commencement No. 5, Saving and Transitional Provision) Amendment (No. 2) Regulations 2025",http://www.legislation.gov.uk/ssi/2025/84/made/data.htm
The Income Tax (Additional Information to be included in Returns) Regulations 2025,http://www.legislation.gov.uk/uksi/2025/84/made/data.htm
The Human Trafficking and Exploitation (Criminal Justice and Support for Victims) (Independent Guardian) (Amendment) Regulations (Northern Ireland) 2025,http://www.legislation.gov.uk/nisr/2025/83/2025-06-09/data.htm
The Silicon Valley Bank UK Limited Compensation Scheme Order 2025,http://www.legislation.gov.uk/uksi/2025/83/made/data.htm
The A86 Trunk Road (Kingussie) (Temporary 30mph Speed Restriction) Order 2025,http://www.legislation.gov.uk/ssi/2025/83/made
The Provision of Early Learning and Childcare (Specified Children) (Scotland) Amendment Order 2025,http://www.legislation.gov.uk/ssi/2025/82/made/data.htm
The Retained EU Law (Revocation and Reform) Act 2023 (Consequential Amendments) Regulations 2025,http://www.legislation.gov.uk/uksi/2025/82/made/data.htm
The Quality of Bathing Water (Amendment) Regulations (Northern Ireland) 2025,http://www.legislation.gov.uk/nisr/2025/81/2025-05-31/data.htm
The Railway Closure (Exclusion) (Hairmyres) Order 2025,http://www.legislation.gov.uk/ssi/2025/81/made/data.htm
The Clean Heat Market Mechanism Regulations 2025,http://www.legislation.gov.uk/uksi/2025/81/2025-12-12/data.htm
The Electronic Monitoring Requirements (Responsible Officer) (Amendment) Order (Northern Ireland) 2025,http://www.legislation.gov.uk/nisr/2025/80/2025-07-01/data.htm
Act of Sederunt (Rules of the Court of Session 1994 and Ordinary Cause Rules 1993 Amendment) (Miscellaneous) 2025,http://www.legislation.gov.uk/ssi/2025/80/2025-07-01/data.htm
The Air Navigation (Restriction of Flying) (Kincardine) Regulations 2025,http://www.legislation.gov.uk/uksi/2025/80/made
The Aggregates Tax and Devolved Taxes Administration (Scotland) Act 2024 (Commencement No. 1) Regulations 2025,http://www.legislation.gov.uk/ssi/2025/79/made/data.htm
The Parking Places (Disabled Persons’ Vehicles) (Amendment No. 2) Order (Northern Ireland) 2025,http://www.legislation.gov.uk/nisr/2025/79/made
The Air Navigation (Restriction of Flying) (Ammanford) Regulations 2025,http://www.legislation.gov.uk/uksi/2025/79/made
The Northern Ireland Climate Commissioner Regulations (Northern Ireland) 2025,http://www.legislation.gov.uk/nisr/2025/78/2025-04-09/data.htm
The Environmental Protection (Disposal of Polychlorinated Biphenyls and other Dangerous Substances) (Scotland) Amendment (No. 2) Regulations 2025,http://www.legislation.gov.uk/ssi/2025/78/made/data.htm
The Air Navigation (Restriction of Flying) (Birmingham) (Emergency) (Revocation) Regulations 2025,http://www.legislation.gov.uk/uksi/2025/78/made
The Rehabilitation of Offenders Act 1974 (Exclusions and Exceptions) (Scotland) Amendment (No. 2) Order 2025,http://www.legislation.gov.uk/ssi/2025/77/made/data.htm
The Parking Places on Roads (Diplomatic Vehicles) Order (Northern Ireland) 2025,http://www.legislation.gov.uk/nisr/2025/77/made
"<span xml:lang=""en"">The A483 Trunk Road (Powys/Carmarthenshire County Boundary to Llanymynech, Powys) (Temporary Speed Restrictions &amp; No Overtaking) Order 2025</span> / <span xml:lang=""cy"">Gorchymyn Cefnffordd yr A483 (Ffin Powys/Sir Gaerfyrddin i Lanymynech, Powys) (Cyfyngiadau Cyflymder Dros Dro a Dim Goddiweddyd) 2025</span>",http://www.legislation.gov.uk/wsi/2025/77/made
The Regulated Roles with Children and Adults (Scotland) Amendment Regulations 2025,http://www.legislation.gov.uk/ssi/2025/76/made/data.htm
The Road Races (Maiden City Stages Rally) Order (Northern Ireland) 2025,http://www.legislation.gov.uk/nisr/2025/76/made
"<span xml:lang=""en"">The A4076 &amp; A40 Trunk Roads (Haverfordwest to Milford Haven, Pembrokeshire) (Temporary Traffic Prohibitions &amp; Restrictions) Order 2025</span> / <span xml:lang=""cy"">Gorchymyn Cefnffyrdd yr A4076 a’r A40 (Hwlffordd i Aberdaugleddau, Sir Benfro) (Gwaharddiadau a Chyfyngiadau Traffig Dros Dro) 2025</span>",http://www.legislation.gov.uk/wsi/2025/76/made
The Disclosure (Scotland) Act 2020 (List A and B Offences) Amendment Regulations 2025,http://www.legislation.gov.uk/ssi/2025/75/made/data.htm
The Reporting on Payment Practices and Performance (Amendment) Regulations 2025,http://www.legislation.gov.uk/uksi/2025/75/made/data.htm
The Road Races (North West 200) Order (Northern Ireland) 2025,http://www.legislation.gov.uk/nisr/2025/75/made
"The Disclosure (Scotland) Act 2020 (Incidental, Supplementary and Consequential Provision) Regulations 2025",http://www.legislation.gov.uk/ssi/2025/74/made/data.htm
The Electricity Capacity Mechanism (Amendment) Regulations 2025,http://www.legislation.gov.uk/uksi/2025/74/made/data.htm
The Road Races (Spamount Hill Climb) Order (Northern Ireland) 2025,http://www.legislation.gov.uk/nisr/2025/74/made
"The Universal Credit, Personal Independence Payment, Jobseeker’s Allowance and Employment and Support Allowance (Claims and Payments) (Amendment and Modification) Regulations (Northern Ireland) 2025",http://www.legislation.gov.uk/nisr/2025/73/2025-04-30/data.htm
"The Disclosure (Scotland) Act 2020 (Commencement No. 5, Saving and Transitional Provision) Amendment Regulations 2025",http://www.legislation.gov.uk/ssi/2025/73/made/data.htm
The Police Act 1997 (Authorisations to Interfere with Property: Relevant Offence) Regulations 2025,http://www.legislation.gov.uk/uksi/2025/73/made/data.htm
"<span xml:lang=""en"">The Environment (Air Quality and Soundscapes) (Wales) Act 2024 (Commencement No. 1) Order 2025</span> / <span xml:lang=""cy"">Gorchymyn Deddf yr Amgylchedd (Ansawdd Aer a Seinweddau) (Cymru) 2024 (Cychwyn Rhif 1) 2025</span>",http://www.legislation.gov.uk/wsi/2025/72/made/welsh/data.htm
The Road Races (Craigantlet Hill Climb) Order (Northern Ireland) 2025,http://www.legislation.gov.uk/nisr/2025/72/made
The A82 Trunk Road (Spean Bridge) (Temporary Prohibition on Use of Road) (No. 2) Order 2025,http://www.legislation.gov.uk/ssi/2025/72/made
The Representation of the People (Northern Ireland) (Amendment) Regulations 2025,http://www.legislation.gov.uk/uksi/2025/71/made/data.htm
The Road Races (Cookstown 100 Motor Cycle Road Race) Order (Northern Ireland) 2025,http://www.legislation.gov.uk/nisr/2025/71/made
The A835/A893 Trunk Road (Ullapool) (20mph and 30mph Speed Limits) Order 2025,http://www.legislation.gov.uk/ssi/2025/71/made
The Recognition of Professional Qualifications and Implementation of International Recognition Agreements (Amendment) (Extension to Switzerland etc.) Regulations (Northern Ireland) 2025,http://www.legislation.gov.uk/nisr/2025/70/2025-04-01/data.htm
The National Security Act 2023 (Consequential Amendment of Primary Legislation) Regulations 2025,http://www.legislation.gov.uk/uksi/2025/70/2025-01-23/data.htm
The A835/A893 Trunk Road (Contin) (20mph Speed Limit) Order 2025,http://www.legislation.gov.uk/ssi/2025/70/made
The Pensions Increase (Review) Order (Northern Ireland) 2025,http://www.legislation.gov.uk/nisr/2025/69/2025-04-07/data.htm
The International Organisations (Immunities and Privileges) (Scotland) Amendment Order 2025,http://www.legislation.gov.uk/ssi/2025/69/made/data.htm
"<span xml:lang=""en"">The M4 Motorway (Junction 34 (Miskin), Rhondda Cynon Taf to Junction 49 (Pont Abraham), Carmarthenshire) (Temporary Prohibition of Vehicles) Order 2025</span> / <span xml:lang=""cy"">Gorchymyn Traffordd yr M4 (Cyffordd 34 (Meisgyn), Rhondda Cynon Taf i Gyffordd 49 (Pont Abraham), Sir Gaerfyrddin) (Gwahardd Cerbydau Dros Dro) 2025</span>",http://www.legislation.gov.uk/wsi/2025/69/made
The Registered Rents (Increase) Order (Northern Ireland) 2025,http://www.legislation.gov.uk/nisr/2025/68/2025-06-09/data.htm
The Fixed Penalty Offences Order 2025,http://www.legislation.gov.uk/uksi/2025/68/made/data.htm
The A830 Trunk Road (Mallaig) (20mph Speed Limit) Order 2025,http://www.legislation.gov.uk/ssi/2025/68/made
The Social Security Benefits Up-rating Regulations (Northern Ireland) 2025,http://www.legislation.gov.uk/nisr/2025/67/2025-04-07/data.htm
The Recognition of Overseas Qualifications (Charges) (Scotland) Regulations 2025,http://www.legislation.gov.uk/ssi/2025/67/made/data.htm
The Deposit Scheme for Drinks Containers (England and Northern Ireland) Regulations 2025,http://www.legislation.gov.uk/uksi/2025/67/made/data.htm
The Mesothelioma Lump Sum Payments (Conditions and Amounts) (Amendment) Regulations (Northern Ireland) 2025,http://www.legislation.gov.uk/nisr/2025/66/2025-04-01/data.htm
The Air Navigation (Restriction of Flying) (Blackpool) Regulations 2025,http://www.legislation.gov.uk/uksi/2025/66/made
The A85 Trunk Road (Crieff) (20mph and 30mph Speed Limits) Order 2025,http://www.legislation.gov.uk/ssi/2025/66/made
The Air Navigation (Restriction of Flying) (Wishaw) Regulations 2025,http://www.legislation.gov.uk/uksi/2025/65/made
The Road Races (Circuit of Ireland Rally) Order (Northern Ireland) 2025,http://www.legislation.gov.uk/nisr/2025/65/made
"The A737 Trunk Road (Dalry Road) (Temporary Prohibition on Waiting, Loading and Unloading) Order 2025",http://www.legislation.gov.uk/ssi/2025/65/made
The Social Security Benefits Up-rating Order (Northern Ireland) 2025,http://www.legislation.gov.uk/nisr/2025/64/2025-04-10/data.htm
The St. Andrews Harbour Revision Order 2025,http://www.legislation.gov.uk/ssi/2025/64/made/data.htm
The Air Navigation (Restriction of Flying) (Dirleton) Regulations 2025,http://www.legislation.gov.uk/uksi/2025/64/made
The Employment Rights (Increase of Limits) Order (Northern Ireland) 2025,http://www.legislation.gov.uk/nisr/2025/63/2025-04-06/data.htm
The Data Protection (Charges and Information) (Amendment) Regulations 2025,http://www.legislation.gov.uk/uksi/2025/63/made/data.htm
The A85 Trunk Road (Comrie) (20mph and 30mph Speed Limits) Order 2025,http://www.legislation.gov.uk/ssi/2025/63/made
The Coronavirus Act 2020 (Registration of Deaths and Still-Births) (Extension) Order (Northern Ireland) 2025,http://www.legislation.gov.uk/nisr/2025/62/2025-03-20/data.htm
The Free-Range Egg Marketing Standards (Amendment) (England) Regulations 2025,http://www.legislation.gov.uk/uksi/2025/62/made/data.htm
The A84/A85 Trunk Road (Callander) (20mph and 30mph Speed Limits) Order 2025,http://www.legislation.gov.uk/ssi/2025/62/made
The Coronavirus Act 2020 (Extension of Provisions Relating to Live Links for Courts and Tribunals) Order (Northern Ireland) 2025,http://www.legislation.gov.uk/nisr/2025/61/2025-03-19/data.htm
Act of Sederunt (Rules of the Court of Session 1994 Amendment) (Nautical Assessors) 2025,http://www.legislation.gov.uk/ssi/2025/61/made/data.htm
The Air Navigation (Restriction of Flying) (Birmingham) (Emergency) Regulations 2025,http://www.legislation.gov.uk/uksi/2025/61/made
The Welfare Supplementary Payment (Universal Credit) Regulations (Northern Ireland) 2025,http://www.legislation.gov.uk/nisr/2025/60/2025-03-20/data.htm
The Local Government Finance (Scotland) Order 2025,http://www.legislation.gov.uk/ssi/2025/60/made/data.htm
The Criminal Procedure (Amendment) Rules 2025,http://www.legislation.gov.uk/uksi/2025/60/made/data.htm
The Welfare Supplementary Payment (Extension) Regulations (Northern Ireland) 2025,http://www.legislation.gov.uk/nisr/2025/59/2025-03-20/data.htm
The Rural Support (Improvement) (Miscellaneous Amendment) (Scotland) Regulations 2025,http://www.legislation.gov.uk/ssi/2025/59/made/data.htm
"<span xml:lang=""en"">The Council Tax Reduction Schemes (Prescribed Requirements and Default Scheme) (Miscellaneous Amendments) (Wales) Regulations 2025</span> / <span xml:lang=""cy"">Rheoliadau Cynlluniau Gostyngiadau’r Dreth Gyngor (Gofynion Rhagnodedig a’r Cynllun Diofyn) (Diwygiadau Amrywiol) (Cymru) 2025</span>",http://www.legislation.gov.uk/wsi/2025/59/made/welsh/data.htm
The Welfare Supplementary Payment (Universal Credit) (Social Sector Size Criteria) Regulations (Northern Ireland) 2025,http://www.legislation.gov.uk/nisr/2025/58/2025-03-20/data.htm
The Police Pension Scheme (Scotland) Amendment Regulations 2025,http://www.legislation.gov.uk/ssi/2025/58/made/data.htm
"<span xml:lang=""en"">The M4 Motorway (Junction 23a (Magor), Monmouthshire to Junction 34 (Miskin), Rhondda Cynon Taf) &amp; the A48(M) Motorway (Junction 29 (Castleton), Newport to Junction 29A (St Mellons), Cardiff) (Temporary Prohibition of Vehicles) Order 2025</span> / <span xml:lang=""cy"">Gorchymyn Traffordd yr M4 (Cyffordd 23a (Magwyr), Sir Fynwy i Gyffordd 34 (Meisgyn), Rhondda Cynon Taf) a thraffordd yr A48(M) (Cyffordd 29 (Cas-bach), Casnewydd i Gyffordd 29A (Llaneirwg), Caerdydd) (Gwahardd Cerbydau Dros Dro) 2025</span>",http://www.legislation.gov.uk/wsi/2025/58/made
The Leasehold and Freehold Reform Act 2024 (Commencement No. 2 and Transitional Provision) Regulations 2025,http://www.legislation.gov.uk/uksi/2025/57/made/data.htm
The Roads (Speed Limit) Order (Northern Ireland) 2025,http://www.legislation.gov.uk/nisr/2025/57/made
The A82 Trunk Road (Spean Bridge) (Temporary Prohibition on Use of Road) Order 2025,http://www.legislation.gov.uk/ssi/2025/57/made
The Council Tax (Exempt Dwellings) (Scotland) Amendment Order 2025,http://www.legislation.gov.uk/ssi/2025/56/made/data.htm
The Road Races (Croft Hill Climb) Order (Northern Ireland) 2025,http://www.legislation.gov.uk/nisr/2025/56/made
The Air Navigation (Restriction of Flying) (Royal Air Force Lossiemouth) Regulations 2025,http://www.legislation.gov.uk/uksi/2025/56/made
The Public Service Pensions Revaluation Order (Northern Ireland) 2025,http://www.legislation.gov.uk/nisr/2025/55/2025-04-06/data.htm
The Council Tax Reduction and Council Tax (Discounts) (Miscellaneous Amendment) (Scotland) Regulations 2025,http://www.legislation.gov.uk/ssi/2025/55/made/data.htm
"<span xml:lang=""en"">The A489 Trunk Road (Cemmaes Road to Machynlleth, Powys) (Temporary Speed Restrictions and No Overtaking) Order 2025</span> / <span xml:lang=""cy"">Gorchymyn Cefnffordd yr A489 (Glantwymyn i Fachynlleth, Powys) (Cyfyngiadau Cyflymder Dros Dro a Dim Goddiweddyd) 2025</span>",http://www.legislation.gov.uk/wsi/2025/55/made
"<span xml:lang=""en"">The Land Transaction Tax (Modification of Special Tax Sites Relief) (Wales) Regulations 2025</span> / <span xml:lang=""cy"">Rheoliadau Treth Trafodiadau Tir (Addasu Rhyddhad ar gyfer Safleoedd Treth Arbennig) (Cymru) 2025</span>",http://www.legislation.gov.uk/wsi/2025/54/made/welsh/data.htm
The Road Races (Tour of the Sperrins) Order (Northern Ireland) 2025,http://www.legislation.gov.uk/nisr/2025/54/made
The South West Scotland Trunk Roads (Temporary Prohibitions of Traffic and Overtaking and Temporary Speed Restrictions) (No. 2) Order 2025,http://www.legislation.gov.uk/ssi/2025/54/made
The Social Security Revaluation of Earnings Factors Order (Northern Ireland) 2025,http://www.legislation.gov.uk/nisr/2025/53/2025-04-06/data.htm
The Income Tax (Indexation of Blind Person’s Allowance and Married Couple’s Allowance) Order 2025,http://www.legislation.gov.uk/uksi/2025/53/made/data.htm
The South East Scotland Trunk Roads (Temporary Prohibitions of Traffic and Overtaking and Temporary Speed Restrictions) (No. 2) Order 2025,http://www.legislation.gov.uk/ssi/2025/53/made
The Guaranteed Minimum Pensions Increase Order (Northern Ireland) 2025,http://www.legislation.gov.uk/nisr/2025/52/2025-04-06/data.htm
The Bail and Release from Custody (Scotland) Act 2023 (Commencement No. 2) Regulations 2025,http://www.legislation.gov.uk/ssi/2025/52/made/data.htm
"The MPs’, Senedd and Assembly Pension Schemes (Tax) Regulations 2025",http://www.legislation.gov.uk/uksi/2025/52/made/data.htm
The Income Tax (Indexation of Qualifying Care Relief Amounts) Order 2025,http://www.legislation.gov.uk/uksi/2025/51/made/data.htm
The Traffic Weight Restriction (Amendment) Order (Northern Ireland) 2025,http://www.legislation.gov.uk/nisr/2025/51/made
The North West Scotland Trunk Roads (Temporary Prohibitions of Traffic and Overtaking and Temporary Speed Restrictions) (No. 2) Order 2025,http://www.legislation.gov.uk/ssi/2025/51/made
The Government Resources and Accounts Act (Northern Ireland) 2001 (Estimates and Accounts) (Designation of Bodies) Order 2025,http://www.legislation.gov.uk/nisr/2025/50/2025-04-01/data.htm
The Registrar (Identity Verification and Authorised Corporate Service Providers) Regulations 2025,http://www.legislation.gov.uk/uksi/2025/50/2025-11-18/data.htm
The North East Scotland Trunk Roads (Temporary Prohibitions of Traffic and Overtaking and Temporary Speed Restrictions) (No. 2) Order 2025,http://www.legislation.gov.uk/ssi/2025/50/made
The Planning (Fees) (Amendment) Regulations (Northern Ireland) 2025,http://www.legislation.gov.uk/nisr/2025/49/2025-04-01/data.htm
The Good Food Nation (Scotland) Act 2022 (Commencement No. 2 (Amendment) and Commencement No. 3) Regulations 2025,http://www.legislation.gov.uk/ssi/2025/49/made/data.htm
The Unique Identifiers (Application of Company Law) Regulations 2025,http://www.legislation.gov.uk/uksi/2025/49/made/data.htm
The Local Government Pension Scheme (Scotland) (Amendment) Regulations 2025,http://www.legislation.gov.uk/ssi/2025/48/made/data.htm
The Loading Bays on Roads (Amendment) Order (Northern Ireland) 2025,http://www.legislation.gov.uk/nisr/2025/48/made
The Air Navigation (Restriction of Flying) (Helicopter Flight) Regulations 2025,http://www.legislation.gov.uk/uksi/2025/48/made
The Direct Payments to Farmers (Cross-Compliance) (Revocation) Regulations (Northern Ireland) 2025,http://www.legislation.gov.uk/nisr/2025/47/2025-03-31/data.htm
Act of Adjournal (Criminal Procedure Rules 1996 Amendment) (Miscellaneous) 2025,http://www.legislation.gov.uk/ssi/2025/47/made/data.htm
"<span xml:lang=""en"">The A470 Trunk Road (Llanrwst, Conwy County Borough) (Temporary Prohibition of Vehicles) Order 2025</span> / <span xml:lang=""cy"">Gorchymyn Cefnffordd yr A470 (Llanrwst, Bwrdeistref Sirol Conwy) (Gwahardd Cerbydau Dros Dro) 2025</span>",http://www.legislation.gov.uk/wsi/2025/47/made
The Optical Charges and Payments (Amendment) Regulations (Northern Ireland) 2025,http://www.legislation.gov.uk/nisr/2025/46/2025-04-01/data.htm
The Burial and Cremation (Inspection) (Scotland) Regulations 2025,http://www.legislation.gov.uk/ssi/2025/46/made/data.htm
The Air Navigation (Restriction of Flying) (Lincoln) Regulations 2025,http://www.legislation.gov.uk/uksi/2025/46/made
The Emergency Fuel Payment (Amendment) Regulations (Northern Ireland) 2025,http://www.legislation.gov.uk/nisr/2025/45/2025-03-18/data.htm
The Burial (Management) (Scotland) Regulations 2025,http://www.legislation.gov.uk/ssi/2025/45/made/data.htm
The Air Navigation (Restriction of Flying) (Brighton) Regulations 2025,http://www.legislation.gov.uk/uksi/2025/45/made
"The Valuation (Telecommunications, Natural Gas and Water) (Amendment) Regulations (Northern Ireland) 2025",http://www.legislation.gov.uk/nisr/2025/44/2025-04-01/data.htm
The Education (Scotland) Act 1980 (Modification) Regulations 2025,http://www.legislation.gov.uk/ssi/2025/44/made/data.htm
The Social Security (Income and Capital Disregards) (Amendment) Regulations 2025,http://www.legislation.gov.uk/uksi/2025/44/made/data.htm
The Rates (Social Sector Value) (Amendment) Regulations (Northern Ireland) 2025,http://www.legislation.gov.uk/nisr/2025/43/2025-04-01/data.htm
The National Health Service (Common Staffing Method) (Scotland) Amendment Regulations 2025,http://www.legislation.gov.uk/ssi/2025/43/made/data.htm
The Air Navigation (Restriction of Flying) (Birmingham) Regulations 2025,http://www.legislation.gov.uk/uksi/2025/43/made
The Teachers’ Pension Scheme (Amendment) Regulations (Northern Ireland) 2025,http://www.legislation.gov.uk/nisr/2025/42/2025-04-01/data.htm
The Environmental Protection (Disposal of Polychlorinated Biphenyls and other Dangerous Substances) (Scotland) Amendment Regulations 2025 (revoked),http://www.legislation.gov.uk/ssi/2025/42/2025-03-30/data.htm
The School and Early Years Finance (England) Regulations 2025,http://www.legislation.gov.uk/uksi/2025/42/made/data.htm
The Suckler Cow Scheme Regulations (Northern Ireland) 2025,http://www.legislation.gov.uk/nisr/2025/41/2025-10-23/data.htm
The Scottish Landfill Tax (Standard Rate and Lower Rate) Order 2025,http://www.legislation.gov.uk/ssi/2025/41/made/data.htm
The Neonatal Care (Leave and Pay) Act 2023 (Commencement No. 2) Regulations 2025,http://www.legislation.gov.uk/uksi/2025/41/made/data.htm
The Farming for Sustainability Knowledge Transfer Payments Regulations (Northern Ireland) 2025,http://www.legislation.gov.uk/nisr/2025/40/2025-04-01/data.htm
The Non-Domestic Rates (Hospitality Relief) (Scotland) Regulations 2025,http://www.legislation.gov.uk/ssi/2025/40/made/data.htm
The Air Navigation (Restriction of Flying) (Durham) (No. 2) Regulations 2025,http://www.legislation.gov.uk/uksi/2025/40/made
The Private Tenancies (2022 Act) (Commencement No.2) Order (Northern Ireland) 2025,http://www.legislation.gov.uk/nisr/2025/39/2025-03-04/data.htm
The Non-Domestic Rates (Transitional Relief) (Scotland) Regulations 2025,http://www.legislation.gov.uk/ssi/2025/39/made/data.htm
The Council Tax Reduction Schemes (Prescribed Requirements) (England) (Amendment) Regulations 2025,http://www.legislation.gov.uk/uksi/2025/39/made/data.htm
The Pension Protection Fund and Occupational Pension Schemes (Levy Ceiling) Order (Northern Ireland) 2025,http://www.legislation.gov.uk/nisr/2025/38/2025-03-31/data.htm
